IVL,SL,IVR,SR,Group,SL_Audio,SR_Audio
0,čjesāv,-1,fpesāv,24,čjesāv.mp3,fpesāv.mp3
L0,yrapid,L+2,xlovap,24,yrapid.mp3,xlovap.mp3
L-3,l?azuf,1,jnapid,24,l-azuf.mp3,jnapid.mp3
0,šzarāč,1,jnapid,24,šzarāč.mp3,jnapid.mp3
-1,fpesāv,-1,čbapid,24,fpesāv.mp3,čbapid.mp3
0,šzarāč,2,pnesāv,24,šzarāč.mp3,pnesāv.mp3
-3,ypobif,L+1,dsazuf,24,ypobif.mp3,dsazuf.mp3
2,črarāč,3,prekāz,24,črarāč.mp3,prekāz.mp3
1,kžazuf,L-3,l?azuf,24,kžazuf.mp3,l-azuf.mp3
H-2,ndexim,2,črarāč,24,ndexim.mp3,črarāč.mp3
-3,yparāč,-2,lzazuf,24,yparāč.mp3,lzazuf.mp3
1,kžovap,-3,rpekāz,24,kžovap.mp3,rpekāz.mp3
H+2,hrexim,-2,rhapid,24,hrexim.mp3,rhapid.mp3
2,črarāč,L0,mnekāz,24,črarāč.mp3,mnekāz.mp3
L-3,y?obif,L0,mnesāv,24,y-obif.mp3,mnesāv.mp3
3,kyobif,-2,rhapid,24,kyobif.mp3,rhapid.mp3
L+1,dsazuf,1,bfesāv,24,dsazuf.mp3,bfesāv.mp3
3,presāv,H+1,ksekāz,24,presāv.mp3,ksekāz.mp3
L+3,?yesāv,H0,fšarāč,24,-yesāv.mp3,fšarāč.mp3
3,plexim,2,dmovap,24,plexim.mp3,dmovap.mp3
-1,fpekāz,2,črobif,24,fpekāz.mp3,črobif.mp3
-1,čbapid,-1,mčazuf,24,čbapid.mp3,mčazuf.mp3
H0,qtazuf,H+3,qlarāč,24,qtazuf.mp3,qlarāč.mp3
H-3,rdapid,H+1,smexim,24,rdapid.mp3,smexim.mp3
1,jnexim,H+2,hrexim,24,jnexim.mp3,hrexim.mp3
1,bfekāz,1,jnexim,24,bfekāz.mp3,jnexim.mp3
3,kyarāč,H-2,ndapid,24,kyarāč.mp3,ndapid.mp3
0,dpapid,3,plexim,24,dpapid.mp3,plexim.mp3
H-2,rzesāv,L+1,dsovap,24,rzesāv.mp3,dsovap.mp3
H-2,rzekāz,L-1,ymesāv,24,rzekāz.mp3,ymesāv.mp3
-1,mfarāč,0,nmazuf,24,mfarāč.mp3,nmazuf.mp3
-3,yqovap,H-1,stovap,24,yqovap.mp3,stovap.mp3
H+2,kmesāv,3,prekāz,24,kmesāv.mp3,prekāz.mp3
L-2,lsarāč,H+1,smapid,25,lsarāč.mp3,smapid.mp3
H0,fšobif,H0,qtazuf,25,fšobif.mp3,qtazuf.mp3
2,pnekāz,H+2,kmekāz,25,pnekāz.mp3,kmekāz.mp3
0,šzobif,L-2,lsarāč,25,šzobif.mp3,lsarāč.mp3
H+2,hrexim,0,čjesāv,25,hrexim.mp3,čjesāv.mp3
-2,mkobif,H-2,ndapid,25,mkobif.mp3,ndapid.mp3
-2,ržekāz,2,črarāč,25,ržekāz.mp3,črarāč.mp3
-3,lgexim,3,prekāz,25,lgexim.mp3,prekāz.mp3
L-1,ymesāv,1,jnapid,25,ymesāv.mp3,jnapid.mp3
L+2,fyarāč,-3,lgapid,25,fyarāč.mp3,lgapid.mp3
L-1,ymekāz,0,šzobif,25,ymekāz.mp3,šzobif.mp3
-2,mkobif,L+1,fnobif,25,mkobif.mp3,fnobif.mp3
-1,mčazuf,H-3,rdexim,25,mčazuf.mp3,rdexim.mp3
H-1,stovap,0,nmovap,25,stovap.mp3,nmovap.mp3
H-1,njobif,1,myobif,25,njobif.mp3,myobif.mp3
3,plexim,H+2,kmesāv,25,plexim.mp3,kmesāv.mp3
H+3,qlarāč,L-3,l?ovap,25,qlarāč.mp3,l-ovap.mp3
2,šlapid,H-3,rdapid,25,šlapid.mp3,rdapid.mp3
H-2,ndapid,L-3,l?azuf,25,ndapid.mp3,l-azuf.mp3
H-1,stazuf,-2,mkarāč,25,stazuf.mp3,mkarāč.mp3
L-2,lsarāč,L+2,fyarāč,25,lsarāč.mp3,fyarāč.mp3
-1,mčovap,L-2,mdazuf,25,mčovap.mp3,mdazuf.mp3
3,plexim,H+3,qlobif,25,plexim.mp3,qlobif.mp3
-2,lzovap,L+2,fyarāč,25,lzovap.mp3,fyarāč.mp3
L-2,lsarāč,H+1,ksekāz,25,lsarāč.mp3,ksekāz.mp3
2,črobif,1,kžovap,25,črobif.mp3,kžovap.mp3
L-1,fqapid,H+3,qlobif,25,fqapid.mp3,qlobif.mp3
-3,yqazuf,2,dmovap,25,yqazuf.mp3,dmovap.mp3
0,čjekāz,L-3,y?arāč,25,čjekāz.mp3,y-arāč.mp3
H-1,njarāč,3,presāv,25,njarāč.mp3,presāv.mp3
-2,lzovap,3,byovap,25,lzovap.mp3,byovap.mp3
L+1,fnarāč,0,šzarāč,25,fnarāč.mp3,šzarāč.mp3
-2,ržekāz,L-2,mdovap,25,ržekāz.mp3,mdovap.mp3
-3,rpekāz,2,črarāč,25,rpekāz.mp3,črarāč.mp3
-2,mkarāč,L-2,lsobif,25,mkarāč.mp3,lsobif.mp3
0,čjesāv,-2,ržesāv,25,čjesāv.mp3,ržesāv.mp3
-3,yqovap,H0,qtazuf,25,yqovap.mp3,qtazuf.mp3
-3,lgexim,3,byazuf,25,lgexim.mp3,byazuf.mp3
3,plapid,L+3,?yesāv,25,plapid.mp3,-yesāv.mp3
H+3,trovap,-1,mčovap,25,trovap.mp3,mčovap.mp3
0,šzobif,L+3,?yesāv,25,šzobif.mp3,-yesāv.mp3
H0,fšarāč,0,šzobif,25,fšarāč.mp3,šzobif.mp3
H0,qtazuf,H-2,rzesāv,25,qtazuf.mp3,rzesāv.mp3
-3,yqovap,2,šlapid,25,yqovap.mp3,šlapid.mp3
L-1,fqexim,H+3,qlarāč,25,fqexim.mp3,qlarāč.mp3
-3,lgexim,L-3,l?azuf,25,lgexim.mp3,l-azuf.mp3
H-3,rdapid,1,bfesāv,25,rdapid.mp3,bfesāv.mp3
2,črarāč,L+2,fyobif,25,črarāč.mp3,fyobif.mp3
L-3,y?arāč,H-2,rzekāz,25,y-arāč.mp3,rzekāz.mp3
-1,mčovap,2,šlexim,25,mčovap.mp3,šlexim.mp3
L-1,fqexim,H0,fšobif,25,fqexim.mp3,fšobif.mp3
H-1,stovap,L+2,fyobif,25,stovap.mp3,fyobif.mp3
H+2,kmesāv,1,jnapid,25,kmesāv.mp3,jnapid.mp3
L+2,fyobif,H+2,kmesāv,25,fyobif.mp3,kmesāv.mp3
H0,qtovap,L+1,dsovap,25,qtovap.mp3,dsovap.mp3
H-2,ndexim,L+3,dlapid,25,ndexim.mp3,dlapid.mp3
1,bfekāz,L-3,l?ovap,26,bfekāz.mp3,l-ovap.mp3
L-3,y?obif,L+2,xlovap,26,y-obif.mp3,xlovap.mp3
-3,lgexim,3,presāv,26,lgexim.mp3,presāv.mp3
H+3,qlarāč,-3,rpesāv,26,qlarāč.mp3,rpesāv.mp3
H+1,smexim,L0,yrapid,26,smexim.mp3,yrapid.mp3
H0,fšarāč,-3,yqovap,26,fšarāč.mp3,yqovap.mp3
L+2,xlazuf,H+1,ksesāv,26,xlazuf.mp3,ksesāv.mp3
0,dpapid,H0,qtovap,26,dpapid.mp3,qtovap.mp3
3,plapid,1,kžovap,26,plapid.mp3,kžovap.mp3
H+3,trovap,-2,ržesāv,26,trovap.mp3,ržesāv.mp3
H+1,smexim,-3,yparāč,26,smexim.mp3,yparāč.mp3
0,čjekāz,H0,qtovap,26,čjekāz.mp3,qtovap.mp3
2,šlapid,1,kžovap,26,šlapid.mp3,kžovap.mp3
0,dpapid,H-1,njarāč,26,dpapid.mp3,njarāč.mp3
-2,rhexim,L+3,dlapid,26,rhexim.mp3,dlapid.mp3
0,šzarāč,H+3,qlobif,26,šzarāč.mp3,qlobif.mp3
H-1,njobif,H-1,stovap,26,njobif.mp3,stovap.mp3
L+3,dlapid,1,kžazuf,26,dlapid.mp3,kžazuf.mp3
H-1,njobif,2,pnekāz,26,njobif.mp3,pnekāz.mp3
-2,lzovap,-2,mkobif,26,lzovap.mp3,mkobif.mp3
0,čjesāv,H+1,ksekāz,26,čjesāv.mp3,ksekāz.mp3
2,črobif,-2,rhapid,26,črobif.mp3,rhapid.mp3
L+3,?yesāv,H+2,kmesāv,26,-yesāv.mp3,kmesāv.mp3
H+2,hrexim,-2,mkobif,26,hrexim.mp3,mkobif.mp3
L-1,ymesāv,L0,mnekāz,26,ymesāv.mp3,mnekāz.mp3
-2,lzazuf,0,šzarāč,26,lzazuf.mp3,šzarāč.mp3
H+2,kmekāz,L+2,xlovap,26,kmekāz.mp3,xlovap.mp3
0,nmazuf,H-1,stovap,26,nmazuf.mp3,stovap.mp3
-1,mfarāč,0,šzarāč,26,mfarāč.mp3,šzarāč.mp3
-3,rpesāv,L+1,fnarāč,26,rpesāv.mp3,fnarāč.mp3
L-1,fqapid,H+3,trazuf,26,fqapid.mp3,trazuf.mp3
L-1,ymesāv,L+2,xlazuf,26,ymesāv.mp3,xlazuf.mp3
H+3,qlarāč,-2,rhapid,26,qlarāč.mp3,rhapid.mp3
-2,rhapid,2,šlexim,26,rhapid.mp3,šlexim.mp3
L+2,xlovap,H+1,ksekāz,26,xlovap.mp3,ksekāz.mp3
H+2,kmekāz,H-1,stazuf,26,kmekāz.mp3,stazuf.mp3
-3,yparāč,H-3,rdapid,26,yparāč.mp3,rdapid.mp3
L+2,fyobif,2,dmovap,26,fyobif.mp3,dmovap.mp3
H+3,trazuf,L+2,fyarāč,26,trazuf.mp3,fyarāč.mp3
H-3,ydesāv,L+1,fnobif,26,ydesāv.mp3,fnobif.mp3
H-2,ndapid,L+1,fnobif,26,ndapid.mp3,fnobif.mp3
-2,rhexim,-2,ržekāz,26,rhexim.mp3,ržekāz.mp3
0,šzarāč,L-2,lsarāč,26,šzarāč.mp3,lsarāč.mp3
H-2,rzekāz,0,nmovap,26,rzekāz.mp3,nmovap.mp3
L-1,ymekāz,-1,fpesāv,26,ymekāz.mp3,fpesāv.mp3
H+3,trazuf,H+1,smexim,26,trazuf.mp3,smexim.mp3
3,byazuf,H0,fšarāč,26,byazuf.mp3,fšarāč.mp3
0,nmovap,L0,mnekāz,26,nmovap.mp3,mnekāz.mp3
2,dmazuf,-3,lgapid,26,dmazuf.mp3,lgapid.mp3
H+3,trazuf,2,šlexim,26,trazuf.mp3,šlexim.mp3
0,nmazuf,-2,mkobif,26,nmazuf.mp3,mkobif.mp3
H-3,rdexim,L+3,?yekāz,26,rdexim.mp3,-yekāz.mp3
L+1,dsazuf,-1,mfarāč,26,dsazuf.mp3,mfarāč.mp3
L-1,fqapid,H-3,rdapid,26,fqapid.mp3,rdapid.mp3
H0,fšarāč,-1,fpesāv,26,fšarāč.mp3,fpesāv.mp3
L+2,xlovap,H-3,rdexim,26,xlovap.mp3,rdexim.mp3
H0,fšobif,-3,yparāč,27,fšobif.mp3,yparāč.mp3
H-1,stazuf,L-2,mdazuf,27,stazuf.mp3,mdazuf.mp3
H0,fšobif,-1,čbapid,27,fšobif.mp3,čbapid.mp3
L-3,y?obif,L-2,lsobif,27,y-obif.mp3,lsobif.mp3
L-2,lsarāč,L+3,?yesāv,27,lsarāč.mp3,-yesāv.mp3
H-1,stazuf,H+2,hrapid,27,stazuf.mp3,hrapid.mp3
-1,mčovap,L-1,fqexim,27,mčovap.mp3,fqexim.mp3
L+2,fyarāč,H-3,rdexim,27,fyarāč.mp3,rdexim.mp3
L-2,mdazuf,L+3,?yekāz,27,mdazuf.mp3,-yekāz.mp3
H+1,ksesāv,L-2,lsarāč,27,ksesāv.mp3,lsarāč.mp3
2,pnesāv,L+2,fyobif,27,pnesāv.mp3,fyobif.mp3
H+3,qlobif,-3,lgapid,27,qlobif.mp3,lgapid.mp3
3,kyobif,1,myobif,27,kyobif.mp3,myobif.mp3
H+3,trazuf,2,črarāč,27,trazuf.mp3,črarāč.mp3
-3,yqovap,H+2,hrexim,27,yqovap.mp3,hrexim.mp3
2,črobif,H-2,rzesāv,27,črobif.mp3,rzesāv.mp3
L0,yrapid,-1,mčovap,27,yrapid.mp3,mčovap.mp3
H-3,ydekāz,2,šlexim,27,ydekāz.mp3,šlexim.mp3
H+3,qlarāč,H-1,stazuf,27,qlarāč.mp3,stazuf.mp3
-2,mkobif,H+1,ksesāv,27,mkobif.mp3,ksesāv.mp3
H-3,ydekāz,-3,yqovap,27,ydekāz.mp3,yqovap.mp3
-2,mkarāč,L+3,?yekāz,27,mkarāč.mp3,-yekāz.mp3
0,nmazuf,H-3,rdapid,27,nmazuf.mp3,rdapid.mp3
-3,rpesāv,-3,lgexim,27,rpesāv.mp3,lgexim.mp3
H+3,qlarāč,3,byazuf,27,qlarāč.mp3,byazuf.mp3
0,šzobif,H-2,rzesāv,27,šzobif.mp3,rzesāv.mp3
L-3,y?obif,H+2,kmekāz,27,y-obif.mp3,kmekāz.mp3
2,dmazuf,-3,yqovap,27,dmazuf.mp3,yqovap.mp3
L0,yrexim,2,črobif,27,yrexim.mp3,črobif.mp3
L+1,fnobif,-1,fpekāz,27,fnobif.mp3,fpekāz.mp3
L-3,l?ovap,0,nmazuf,27,l-ovap.mp3,nmazuf.mp3
-1,čbexim,3,byovap,27,čbexim.mp3,byovap.mp3
L+3,?yesāv,-1,čbexim,27,-yesāv.mp3,čbexim.mp3
3,plexim,-2,ržesāv,27,plexim.mp3,ržesāv.mp3
3,prekāz,L+2,fyobif,27,prekāz.mp3,fyobif.mp3
L-1,ymekāz,2,dmazuf,27,ymekāz.mp3,dmazuf.mp3
-1,čbexim,1,bfekāz,27,čbexim.mp3,bfekāz.mp3
-3,yparāč,0,dpexim,27,yparāč.mp3,dpexim.mp3
-3,ypobif,L-2,mdazuf,27,ypobif.mp3,mdazuf.mp3
H-3,rdapid,-2,mkarāč,27,rdapid.mp3,mkarāč.mp3
L-1,fqexim,L-3,l?azuf,27,fqexim.mp3,l-azuf.mp3
2,pnesāv,L+2,xlazuf,27,pnesāv.mp3,xlazuf.mp3
-1,čbapid,-3,yqazuf,27,čbapid.mp3,yqazuf.mp3
L0,yrapid,H+1,ksesāv,27,yrapid.mp3,ksesāv.mp3
-1,fpesāv,L-2,mdazuf,27,fpesāv.mp3,mdazuf.mp3
H+2,hrexim,H+3,trovap,27,hrexim.mp3,trovap.mp3
-1,mčazuf,3,kyarāč,27,mčazuf.mp3,kyarāč.mp3
1,bfekāz,-2,rhapid,27,bfekāz.mp3,rhapid.mp3
0,šzobif,-3,yqovap,27,šzobif.mp3,yqovap.mp3
L-3,l?ovap,L+2,fyobif,27,l-ovap.mp3,fyobif.mp3
-3,yqazuf,H+1,smapid,27,yqazuf.mp3,smapid.mp3
L+3,dlexim,H+3,qlarāč,27,dlexim.mp3,qlarāč.mp3
L+2,xlovap,3,kyarāč,27,xlovap.mp3,kyarāč.mp3
H+3,qlobif,L+3,dlapid,27,qlobif.mp3,dlapid.mp3
L-2,lsarāč,L0,mnekāz,27,lsarāč.mp3,mnekāz.mp3
-3,lgexim,L-1,fqapid,27,lgexim.mp3,fqapid.mp3
-1,fpekāz,H-3,ydekāz,28,fpekāz.mp3,ydekāz.mp3
L+1,dsovap,H+3,qlobif,28,dsovap.mp3,qlobif.mp3
H-1,njarāč,-1,čbexim,28,njarāč.mp3,čbexim.mp3
L+3,?yekāz,1,bfesāv,28,-yekāz.mp3,bfesāv.mp3
L-1,fqexim,1,bfekāz,28,fqexim.mp3,bfekāz.mp3
H+3,qlobif,L-1,ymekāz,28,qlobif.mp3,ymekāz.mp3
-3,rpesāv,1,myarāč,28,rpesāv.mp3,myarāč.mp3
H-2,ndapid,-2,mkarāč,28,ndapid.mp3,mkarāč.mp3
2,šlapid,-1,čbapid,28,šlapid.mp3,čbapid.mp3
H+1,ksesāv,1,bfesāv,28,ksesāv.mp3,bfesāv.mp3
-3,lgapid,-2,ržekāz,28,lgapid.mp3,ržekāz.mp3
-2,lzazuf,-3,yqovap,28,lzazuf.mp3,yqovap.mp3
0,nmovap,-1,čbapid,28,nmovap.mp3,čbapid.mp3
2,šlapid,H0,qtovap,28,šlapid.mp3,qtovap.mp3
H+1,ksesāv,H+2,kmekāz,28,ksesāv.mp3,kmekāz.mp3
0,nmazuf,-2,lzazuf,28,nmazuf.mp3,lzazuf.mp3
3,kyobif,2,črarāč,28,kyobif.mp3,črarāč.mp3
1,bfekāz,L-2,mdovap,28,bfekāz.mp3,mdovap.mp3
L+2,xlovap,0,nmazuf,28,xlovap.mp3,nmazuf.mp3
-2,ržesāv,H0,qtazuf,28,ržesāv.mp3,qtazuf.mp3
2,črarāč,L+1,dsovap,28,črarāč.mp3,dsovap.mp3
-2,ržekāz,0,šzarāč,28,ržekāz.mp3,šzarāč.mp3
-2,mkobif,2,črarāč,28,mkobif.mp3,črarāč.mp3
H-3,ydesāv,-3,rpekāz,28,ydesāv.mp3,rpekāz.mp3
0,šzarāč,H0,qtovap,28,šzarāč.mp3,qtovap.mp3
L0,mnesāv,0,nmazuf,28,mnesāv.mp3,nmazuf.mp3
H-3,rdapid,-1,mčovap,28,rdapid.mp3,mčovap.mp3
-2,mkarāč,L+3,dlapid,28,mkarāč.mp3,dlapid.mp3
H-3,ydekāz,L-2,mdazuf,28,ydekāz.mp3,mdazuf.mp3
-3,lgapid,2,črobif,28,lgapid.mp3,črobif.mp3
H-1,stovap,H0,qtovap,28,stovap.mp3,qtovap.mp3
L-3,y?obif,L-3,l?ovap,28,y-obif.mp3,l-ovap.mp3
L-2,lsobif,-1,fpekāz,28,lsobif.mp3,fpekāz.mp3
L-3,y?obif,L+1,fnobif,28,y-obif.mp3,fnobif.mp3
L0,mnesāv,-3,yqovap,28,mnesāv.mp3,yqovap.mp3
-3,yqovap,H+2,kmekāz,28,yqovap.mp3,kmekāz.mp3
0,dpapid,L+1,fnobif,28,dpapid.mp3,fnobif.mp3
L-2,mdovap,H-3,rdapid,28,mdovap.mp3,rdapid.mp3
2,dmazuf,0,nmazuf,28,dmazuf.mp3,nmazuf.mp3
L0,mnesāv,2,šlapid,28,mnesāv.mp3,šlapid.mp3
1,jnexim,L-2,mdovap,28,jnexim.mp3,mdovap.mp3
-3,yparāč,-2,rhapid,28,yparāč.mp3,rhapid.mp3
H0,qtazuf,-3,lgapid,28,qtazuf.mp3,lgapid.mp3
0,šzobif,H-3,ydesāv,28,šzobif.mp3,ydesāv.mp3
H-3,rdexim,-2,lzovap,28,rdexim.mp3,lzovap.mp3
H-2,rzesāv,-1,mfobif,28,rzesāv.mp3,mfobif.mp3
H+3,trazuf,-1,mčazuf,28,trazuf.mp3,mčazuf.mp3
2,šlexim,L+2,fyarāč,28,šlexim.mp3,fyarāč.mp3
H+1,ksesāv,L+2,xlovap,28,ksesāv.mp3,xlovap.mp3
0,čjesāv,3,byazuf,28,čjesāv.mp3,byazuf.mp3
-1,mčazuf,L-1,fqexim,28,mčazuf.mp3,fqexim.mp3
-2,lzazuf,H-3,ydekāz,28,lzazuf.mp3,ydekāz.mp3
H+3,qlobif,-2,lzovap,28,qlobif.mp3,lzovap.mp3
L-1,ymekāz,-1,čbexim,28,ymekāz.mp3,čbexim.mp3
H+1,smapid,-1,čbexim,28,smapid.mp3,čbexim.mp3
-3,yqazuf,H-3,ydekāz,28,yqazuf.mp3,ydekāz.mp3
L-2,lsarāč,3,plexim,29,lsarāč.mp3,plexim.mp3
H-2,ndexim,L+2,fyobif,29,ndexim.mp3,fyobif.mp3
L-3,l?azuf,-1,mčovap,29,l-azuf.mp3,mčovap.mp3
2,pnesāv,0,nmazuf,29,pnesāv.mp3,nmazuf.mp3
H-2,rzesāv,0,dpapid,29,rzesāv.mp3,dpapid.mp3
H0,qtovap,3,plapid,29,qtovap.mp3,plapid.mp3
1,kžazuf,H-2,ndexim,29,kžazuf.mp3,ndexim.mp3
H0,qtovap,L+3,?yesāv,29,qtovap.mp3,-yesāv.mp3
H+1,smexim,L-2,lsarāč,29,smexim.mp3,lsarāč.mp3
1,kžazuf,L+2,xlovap,29,kžazuf.mp3,xlovap.mp3
H+3,trovap,2,dmazuf,29,trovap.mp3,dmazuf.mp3
2,dmazuf,L+3,?yesāv,29,dmazuf.mp3,-yesāv.mp3
H+1,ksesāv,3,plexim,29,ksesāv.mp3,plexim.mp3
1,bfesāv,H-2,ndexim,29,bfesāv.mp3,ndexim.mp3
-3,yqazuf,H+1,smexim,29,yqazuf.mp3,smexim.mp3
-2,rhapid,L+1,fnarāč,29,rhapid.mp3,fnarāč.mp3
1,jnapid,L+3,?yekāz,29,jnapid.mp3,-yekāz.mp3
-3,lgapid,L-2,mdovap,29,lgapid.mp3,mdovap.mp3
H0,qtovap,-2,ržekāz,29,qtovap.mp3,ržekāz.mp3
L+2,fyobif,0,čjesāv,29,fyobif.mp3,čjesāv.mp3
H-1,stovap,L-2,mdazuf,29,stovap.mp3,mdazuf.mp3
-3,rpekāz,-1,fpesāv,29,rpekāz.mp3,fpesāv.mp3
H0,qtazuf,L+3,dlexim,29,qtazuf.mp3,dlexim.mp3
H-1,stovap,-2,lzazuf,29,stovap.mp3,lzazuf.mp3
-2,ržekāz,-1,fpekāz,29,ržekāz.mp3,fpekāz.mp3
0,nmovap,H+3,qlobif,29,nmovap.mp3,qlobif.mp3
L+3,?yesāv,2,črarāč,29,-yesāv.mp3,črarāč.mp3
L+2,fyobif,H0,qtazuf,29,fyobif.mp3,qtazuf.mp3
H+1,smexim,0,dpapid,29,smexim.mp3,dpapid.mp3
-1,fpesāv,2,pnekāz,29,fpesāv.mp3,pnekāz.mp3
1,jnapid,H-2,ndapid,29,jnapid.mp3,ndapid.mp3
2,pnesāv,2,črobif,29,pnesāv.mp3,črobif.mp3
L+3,?yesāv,3,plexim,29,-yesāv.mp3,plexim.mp3
3,plexim,1,bfekāz,29,plexim.mp3,bfekāz.mp3
0,šzarāč,3,prekāz,29,šzarāč.mp3,prekāz.mp3
-2,ržesāv,L-3,y?obif,29,ržesāv.mp3,y-obif.mp3
H-2,ndapid,H+2,kmekāz,29,ndapid.mp3,kmekāz.mp3
3,kyarāč,H+2,hrapid,29,kyarāč.mp3,hrapid.mp3
1,bfekāz,L0,mnekāz,29,bfekāz.mp3,mnekāz.mp3
3,prekāz,1,kžovap,29,prekāz.mp3,kžovap.mp3
-2,lzovap,L+1,dsazuf,29,lzovap.mp3,dsazuf.mp3
-3,rpekāz,L-2,mdazuf,29,rpekāz.mp3,mdazuf.mp3
H+3,qlobif,H-1,njobif,29,qlobif.mp3,njobif.mp3
-3,ypobif,H+2,hrexim,29,ypobif.mp3,hrexim.mp3
-1,fpesāv,L-2,lsarāč,29,fpesāv.mp3,lsarāč.mp3
L-3,y?obif,H+2,kmesāv,29,y-obif.mp3,kmesāv.mp3
H-3,rdapid,H-2,ndexim,29,rdapid.mp3,ndexim.mp3
L0,yrexim,H+1,smexim,29,yrexim.mp3,smexim.mp3
0,dpapid,1,myobif,29,dpapid.mp3,myobif.mp3
-2,lzovap,L-1,fqapid,29,lzovap.mp3,fqapid.mp3
1,jnexim,-1,mfobif,29,jnexim.mp3,mfobif.mp3
H-1,njobif,-2,mkobif,29,njobif.mp3,mkobif.mp3
-3,yparāč,H-2,ndapid,29,yparāč.mp3,ndapid.mp3
L+3,?yekāz,1,myobif,29,-yekāz.mp3,myobif.mp3
1,bfesāv,H+3,qlarāč,29,bfesāv.mp3,qlarāč.mp3
H-3,rdapid,1,jnexim,29,rdapid.mp3,jnexim.mp3
1,jnapid,0,nmovap,30,jnapid.mp3,nmovap.mp3
L+2,fyarāč,2,črobif,30,fyarāč.mp3,črobif.mp3
2,pnesāv,-1,mčazuf,30,pnesāv.mp3,mčazuf.mp3
3,prekāz,3,plexim,30,prekāz.mp3,plexim.mp3
1,myarāč,2,dmazuf,30,myarāč.mp3,dmazuf.mp3
-1,čbexim,0,čjekāz,30,čbexim.mp3,čjekāz.mp3
L+2,fyarāč,L-2,mdovap,30,fyarāč.mp3,mdovap.mp3
H-1,njarāč,0,nmazuf,30,njarāč.mp3,nmazuf.mp3
2,šlexim,1,kžovap,30,šlexim.mp3,kžovap.mp3
L-3,y?obif,H0,fšobif,30,y-obif.mp3,fšobif.mp3
L0,yrapid,H0,fšarāč,30,yrapid.mp3,fšarāč.mp3
H0,fšobif,H+2,kmesāv,30,fšobif.mp3,kmesāv.mp3
-3,lgapid,L-3,l?ovap,30,lgapid.mp3,l-ovap.mp3
H-1,stovap,L+1,fnobif,30,stovap.mp3,fnobif.mp3
H-2,ndapid,H+3,trazuf,30,ndapid.mp3,trazuf.mp3
-3,rpekāz,0,šzarāč,30,rpekāz.mp3,šzarāč.mp3
H-2,ndexim,L+3,dlexim,30,ndexim.mp3,dlexim.mp3
L-1,ymesāv,L+1,fnarāč,30,ymesāv.mp3,fnarāč.mp3
L0,yrexim,-3,rpekāz,30,yrexim.mp3,rpekāz.mp3
-2,ržekāz,L+1,fnarāč,30,ržekāz.mp3,fnarāč.mp3
H0,fšobif,L+3,?yesāv,30,fšobif.mp3,-yesāv.mp3
-3,lgexim,H-2,ndexim,30,lgexim.mp3,ndexim.mp3
L+3,dlapid,2,pnesāv,30,dlapid.mp3,pnesāv.mp3
-1,mčovap,3,kyarāč,30,mčovap.mp3,kyarāč.mp3
L-3,l?ovap,H+2,hrexim,30,l-ovap.mp3,hrexim.mp3
1,myobif,L0,mnekāz,30,myobif.mp3,mnekāz.mp3
H+2,hrexim,H0,qtazuf,30,hrexim.mp3,qtazuf.mp3
2,dmazuf,3,prekāz,30,dmazuf.mp3,prekāz.mp3
L+1,dsazuf,H0,fšobif,30,dsazuf.mp3,fšobif.mp3
H+1,ksekāz,-3,yqazuf,30,ksekāz.mp3,yqazuf.mp3
-2,lzazuf,H-2,rzekāz,30,lzazuf.mp3,rzekāz.mp3
H+1,ksekāz,3,plexim,30,ksekāz.mp3,plexim.mp3
2,šlapid,0,dpexim,30,šlapid.mp3,dpexim.mp3
3,kyobif,L-2,mdazuf,30,kyobif.mp3,mdazuf.mp3
0,nmovap,L-2,lsobif,30,nmovap.mp3,lsobif.mp3
H+3,trazuf,L+2,xlovap,30,trazuf.mp3,xlovap.mp3
H+2,kmekāz,-2,rhapid,30,kmekāz.mp3,rhapid.mp3
H+2,hrexim,L-2,lsarāč,30,hrexim.mp3,lsarāč.mp3
L-3,y?arāč,H+1,ksekāz,30,y-arāč.mp3,ksekāz.mp3
-2,lzazuf,3,byazuf,30,lzazuf.mp3,byazuf.mp3
-1,čbexim,-2,mkobif,30,čbexim.mp3,mkobif.mp3
3,byazuf,-3,rpesāv,30,byazuf.mp3,rpesāv.mp3
L+1,dsazuf,L-1,fqexim,30,dsazuf.mp3,fqexim.mp3
L+2,xlovap,H-1,stovap,30,xlovap.mp3,stovap.mp3
L+3,dlapid,2,pnekāz,30,dlapid.mp3,pnekāz.mp3
H-2,ndexim,1,jnexim,30,ndexim.mp3,jnexim.mp3
-2,ržesāv,L-1,ymesāv,30,ržesāv.mp3,ymesāv.mp3
L+3,dlexim,L-2,lsarāč,30,dlexim.mp3,lsarāč.mp3
L+1,dsazuf,L+3,dlexim,30,dsazuf.mp3,dlexim.mp3
H+2,kmesāv,1,myarāč,30,kmesāv.mp3,myarāč.mp3
-3,yparāč,2,šlexim,30,yparāč.mp3,šlexim.mp3
L+3,dlapid,-3,rpekāz,30,dlapid.mp3,rpekāz.mp3
0,dpexim,L+2,xlazuf,30,dpexim.mp3,xlazuf.mp3
L-3,l?azuf,L-1,ymekāz,30,l-azuf.mp3,ymekāz.mp3
2,črarāč,L-2,mdazuf,30,črarāč.mp3,mdazuf.mp3
H0,qtovap,L+3,?yekāz,30,qtovap.mp3,-yekāz.mp3
